county_FIPS,state,county,per_capita_personal_income_2019,per_capita_personal_income_2020,per_capita_personal_income_2021,associate_degree_numbers_2016_2020,bachelor_degree_numbers_2016_2020,associate_degree_percentage_2016_2020,bachelor_degree_percentage_2015_2019,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,AGE513_TOT,AGE1417_TOT,AGE18PLUS_TOT,AGE65PLUS_TOT,MEDIAN_AGE_TOT
37107,NC,"Lenoir, NC",41500,45319,50363,13195,6097,33.58,15.52,55126.0,26291.0,28835.0,3069.0,6360.0,2999.0,42698.0,11473.0,42.9
39001,OH,"Adams, OH",35806,40100,43092,4406,2944,23.23,15.52,27480.0,13704.0,13776.0,1717.0,3334.0,1636.0,20793.0,5012.0,41.9
51135,VA,"Nottoway, VA",34437,37229,42851,3120,1720,28.15,15.52,15646.0,8475.0,7171.0,789.0,1543.0,738.0,12576.0,2864.0,41.1
40061,OK,"Haskell, OK",36002,37707,42506,2619,1358,29.93,15.52,11559.0,5762.0,5797.0,632.0,1445.0,655.0,8827.0,2363.0,41.3
21115,KY,"Johnson, KY",33813,37208,41110,4180,2455,26.41,15.51,22678.0,11219.0,11459.0,1242.0,2613.0,1251.0,17572.0,4273.0,42.4
37165,NC,"Scotland, NC",34770,37527,42171,7519,3665,31.8,15.5,34173.0,17489.0,16684.0,2187.0,3961.0,1668.0,26357.0,6181.0,39.1
54063,WV,"Monroe, WV",35289,38094,41207,2028,1533,20.51,15.5,12379.0,6220.0,6159.0,585.0,1261.0,593.0,9940.0,3083.0,47.9
47131,TN,"Obion, TN",40375,43488,48493,4986,3313,23.31,15.49,30791.0,15010.0,15781.0,1803.0,3389.0,1589.0,24010.0,6338.0,42.6
05107,AR,"Phillips, AR",35443,41005,45497,4164,1850,34.87,15.49,16570.0,7768.0,8802.0,1244.0,2137.0,962.0,12227.0,3245.0,39.7
18125,IN,"Pike, IN",42008,45073,47977,2396,1351,27.44,15.47,12256.0,6173.0,6083.0,730.0,1383.0,636.0,9507.0,2470.0,43.5
21207,KY,"Russell, KY",37957,41673,45383,3708,1941,29.55,15.47,17991.0,8909.0,9082.0,1101.0,2135.0,913.0,13842.0,3608.0,43.3
40067,OK,"Jefferson, OK",37175,40359,41152,1127,640,27.24,15.47,5344.0,2654.0,2690.0,305.0,738.0,284.0,4017.0,1108.0,41.7
21011,KY,"Bath, KY",30954,34299,37710,1709,1282,20.62,15.47,12747.0,6352.0,6395.0,896.0,1640.0,741.0,9470.0,2168.0,39.8
13253,GA,"Seminole, GA",40964,44322,46274,1870,921,31.37,15.45,9152.0,4416.0,4736.0,448.0,942.0,462.0,7300.0,2186.0,46.3
26069,MI,"Iosco, MI",39258,44079,46918,7134,3027,36.39,15.44,25230.0,12637.0,12593.0,1189.0,2124.0,982.0,20935.0,7542.0,53.4
04027,AZ,"Yuma, AZ",37624,42732,44299,43783,20799,32.49,15.44,205009.0,106107.0,98902.0,14157.0,25754.0,11469.0,153629.0,40488.0,35.3
29179,MO,"Reynolds, MO",36189,40045,43066,1244,723,26.56,15.44,6094.0,3184.0,2910.0,286.0,595.0,330.0,4883.0,1454.0,47.5
18113,IN,"Noble, IN",41110,44250,48060,9098,4919,28.51,15.42,47467.0,23993.0,23474.0,3085.0,5888.0,2718.0,35776.0,7838.0,39.3
01043,AL,"Cullman, AL",40047,41925,46061,20081,8954,34.57,15.42,87861.0,43719.0,44142.0,5229.0,10040.0,4601.0,67991.0,16492.0,41.1
35045,NM,"San Juan, NM",36599,38835,41735,33960,12581,41.62,15.42,121671.0,60292.0,61379.0,7237.0,16477.0,7676.0,90281.0,19206.0,37.0
39037,OH,"Darke, OH",43415,47615,51549,9933,5424,28.22,15.41,51875.0,25928.0,25947.0,3221.0,6261.0,2946.0,39447.0,10254.0,41.8
17075,IL,"Iroquois, IL",44055,50377,56185,6482,3000,33.28,15.4,27063.0,13349.0,13714.0,1543.0,2887.0,1506.0,21127.0,5848.0,44.2
48239,TX,"Jackson, TX",47992,47949,51971,3267,1529,32.9,15.4,14990.0,7489.0,7501.0,1033.0,1896.0,859.0,11202.0,2894.0,38.8
48233,TX,"Hutchinson, TX",43542,46443,50130,5174,2149,37.08,15.4,20620.0,10464.0,10156.0,1300.0,2671.0,1216.0,15433.0,3566.0,38.5
35037,NM,"Quay, NM",37684,41017,44798,1780,927,29.54,15.39,8740.0,4314.0,4426.0,479.0,931.0,428.0,6902.0,2290.0,47.1
06015,CA,"Del Norte, CA",36860,41309,43951,6451,3042,32.64,15.39,27742.0,15173.0,12569.0,1420.0,3091.0,1272.0,21959.0,5174.0,40.5
48375,TX,"Potter, TX",47392,51883,55764,22017,11551,29.32,15.38,118557.0,60957.0,57600.0,8332.0,16717.0,7038.0,86470.0,16108.0,34.8
06025,CA,"Imperial, CA",37904,45021,47653,32353,16993,29.29,15.38,179710.0,92284.0,87426.0,13722.0,26668.0,11409.0,127911.0,23712.0,32.7
40077,OK,"Latimer, OK",36760,38117,40932,2466,1076,35.25,15.38,9448.0,4770.0,4678.0,591.0,1052.0,495.0,7310.0,2001.0,41.4
29173,MO,"Ralls, MO",40326,44503,47714,2051,1126,28.0,15.37,10351.0,5245.0,5106.0,512.0,1094.0,550.0,8195.0,2300.0,46.1
18015,IN,"Carroll, IN",43495,47182,51293,4470,2170,31.63,15.36,20299.0,10297.0,10002.0,1116.0,2252.0,1107.0,15824.0,4043.0,43.2
17025,IL,"Clay, IL",39303,43835,49656,3172,1426,34.12,15.34,13289.0,6605.0,6684.0,797.0,1555.0,724.0,10213.0,2701.0,42.0
47123,TN,"Monroe, TN",36325,39204,42276,9677,5082,29.2,15.34,46250.0,23061.0,23189.0,2462.0,4909.0,2399.0,36480.0,9921.0,44.7
39033,OH,"Crawford, OH",38215,42508,45755,8499,4504,28.93,15.33,42017.0,20717.0,21300.0,2374.0,4617.0,2263.0,32763.0,8769.0,43.3
37185,NC,"Warren, NC",31817,35682,38740,4373,2224,30.15,15.33,18637.0,9319.0,9318.0,800.0,1728.0,825.0,15284.0,4837.0,48.9
05059,AR,"Hot Spring, AR",32211,34907,37474,8129,3701,33.68,15.33,33043.0,17423.0,15620.0,1667.0,3335.0,1597.0,26444.0,6300.0,42.2
28143,MS,"Tunica, MS",33864,39893,41904,1823,975,28.64,15.32,9787.0,4613.0,5174.0,796.0,1426.0,583.0,6982.0,1254.0,34.6
17061,IL,"Greene, IL",38757,44275,51356,2865,1414,31.01,15.31,11986.0,6028.0,5958.0,651.0,1320.0,650.0,9365.0,2407.0,43.8
48013,TX,"Atascosa, TX",40588,43238,46737,7699,4917,23.98,15.31,49134.0,24734.0,24400.0,3397.0,6829.0,3077.0,35831.0,7306.0,36.1
21123,KY,"Larue, KY",37766,41291,45069,3247,1545,32.17,15.31,14865.0,7428.0,7437.0,854.0,1721.0,843.0,11447.0,2566.0,40.7
21069,KY,"Fleming, KY",34269,38609,41490,2523,1517,25.47,15.31,15082.0,7439.0,7643.0,992.0,1818.0,873.0,11399.0,2747.0,41.0
48379,TX,"Rains, TX",36781,38962,41563,2695,1372,30.05,15.3,12154.0,6127.0,6027.0,591.0,1310.0,551.0,9702.0,2978.0,47.8
05113,AR,"Polk, AR",31293,33816,38178,4730,2145,33.74,15.3,19221.0,9461.0,9760.0,1030.0,2240.0,1130.0,14821.0,4404.0,44.4
27115,MN,"Pine, MN",39550,43572,45538,7475,3287,34.77,15.29,28881.0,15564.0,13317.0,1288.0,2884.0,1420.0,23289.0,6136.0,45.6
13131,GA,"Grady, GA",33245,35214,39020,4628,2573,27.48,15.28,26238.0,12780.0,13458.0,1687.0,3346.0,1579.0,19626.0,4801.0,39.9
13091,GA,"Dodge, GA",31895,34346,37268,4382,2303,29.08,15.28,20002.0,10497.0,9505.0,969.0,1981.0,921.0,16131.0,3726.0,42.8
42105,PA,"Potter, PA",45232,47845,51432,3334,1852,27.49,15.27,16399.0,8218.0,8181.0,787.0,1703.0,850.0,13059.0,4003.0,47.8
01121,AL,"Talladega, AL",35072,37554,40668,18566,8567,33.08,15.27,82153.0,39759.0,42394.0,4396.0,8629.0,4136.0,64992.0,15069.0,41.3
48483,TX,"Wheeler, TX",43274,46553,49906,1192,535,33.99,15.26,4987.0,2515.0,2472.0,281.0,662.0,293.0,3751.0,992.0,40.5
40115,OK,"Ottawa, OK",38936,42066,45484,7239,3113,35.48,15.26,30286.0,14935.0,15351.0,1954.0,3999.0,1623.0,22710.0,5509.0,38.0
26131,MI,"Ontonagon, MI",40398,45324,47563,1598,733,33.25,15.25,5812.0,2984.0,2828.0,163.0,333.0,221.0,5095.0,2174.0,59.3
05117,AR,"Prairie, AR",35328,42026,43835,1871,902,31.64,15.25,8283.0,4178.0,4105.0,449.0,883.0,387.0,6564.0,1936.0,46.2
39047,OH,"Fayette, OH",39499,45321,47851,4608,2988,23.51,15.24,28948.0,14327.0,14621.0,1698.0,3526.0,1671.0,22053.0,5089.0,40.3
54019,WV,"Fayette, WV",38436,40745,44136,7965,4751,25.55,15.24,40499.0,20497.0,20002.0,2037.0,4494.0,1993.0,31975.0,8851.0,44.5
18139,IN,"Rush, IN",45821,49214,54210,3099,1767,26.69,15.22,16752.0,8296.0,8456.0,964.0,1895.0,966.0,12927.0,3111.0,42.1
06039,CA,"Madera, CA",39388,44072,45757,32737,14912,33.41,15.22,156254.0,76051.0,80203.0,10997.0,22507.0,9721.0,113029.0,22166.0,34.6
37157,NC,"Rockingham, NC",38428,41249,45049,22485,10019,34.17,15.22,91118.0,44302.0,46816.0,4602.0,9518.0,4477.0,72521.0,18809.0,45.1
55041,WI,"Forest, WI",41617,44154,46139,2303,985,35.54,15.2,9178.0,4645.0,4533.0,501.0,887.0,377.0,7413.0,2231.0,49.0
42067,PA,"Juniata, PA",47788,52855,56422,3334,2635,19.22,15.19,23504.0,11832.0,11672.0,1361.0,2590.0,1353.0,18200.0,4824.0,43.1
47033,TN,"Crockett, TN",42303,44625,49729,2726,1493,27.73,15.19,13908.0,6720.0,7188.0,819.0,1703.0,780.0,10606.0,2572.0,40.5
28007,MS,"Attala, MS",35013,39450,42044,3914,1835,32.4,15.19,17882.0,8537.0,9345.0,1130.0,2371.0,1038.0,13343.0,3417.0,39.7
48407,TX,"San Jacinto, TX",41707,43626,46477,5728,3126,27.79,15.17,27400.0,13792.0,13608.0,1459.0,3115.0,1450.0,21376.0,5966.0,44.5
40015,OK,"Caddo, OK",39266,41445,45452,5535,2987,28.11,15.17,26945.0,15224.0,11721.0,1653.0,3210.0,1431.0,20651.0,4182.0,37.2
29211,MO,"Sullivan, MO",38969,44289,44139,980,656,22.66,15.17,5987.0,3087.0,2900.0,398.0,651.0,293.0,4645.0,1226.0,43.5
13299,GA,"Ware, GA",33254,36269,38862,6274,3703,25.71,15.17,36247.0,18180.0,18067.0,2477.0,4631.0,2003.0,27136.0,6190.0,37.9
29035,MO,"Carter, MO",38969,42787,45237,891,617,21.9,15.16,5203.0,2552.0,2651.0,308.0,614.0,292.0,3989.0,1070.0,43.4
51185,VA,"Tazewell, VA",37901,40339,43786,9402,4567,31.22,15.16,40440.0,20249.0,20191.0,1988.0,3918.0,1967.0,32567.0,9185.0,45.2
26013,MI,"Baraga, MI",34669,39616,41772,2111,940,34.04,15.16,8150.0,4507.0,3643.0,319.0,706.0,384.0,6741.0,1857.0,46.0
40095,OK,"Marshall, OK",37863,41119,43325,3474,1749,30.09,15.15,15300.0,7631.0,7669.0,906.0,1771.0,839.0,11784.0,3353.0,43.4
28131,MS,"Stone, MS",34653,37262,39547,4233,1868,34.34,15.15,18331.0,9216.0,9115.0,1025.0,2112.0,893.0,14301.0,3040.0,38.9
19047,IA,"Crawford, IA",43143,45659,51690,3038,1658,27.74,15.14,16526.0,8477.0,8049.0,1126.0,2126.0,952.0,12322.0,2898.0,38.1
08011,CO,"Bent, CO",27231,29796,32716,1046,663,23.88,15.14,5651.0,3603.0,2048.0,217.0,460.0,207.0,4767.0,1107.0,42.0
02185,AK,"North Slope Borough, AK",80223,75612,73320,2014,936,32.55,15.13,11037.0,6994.0,4043.0,816.0,1523.0,580.0,8118.0,780.0,34.8
40033,OK,"Cotton, OK",45057,49068,51300,1039,605,25.99,15.13,5525.0,2727.0,2798.0,297.0,668.0,287.0,4273.0,1110.0,43.3
21223,KY,"Trimble, KY",40013,43854,47815,1414,904,23.67,15.13,8471.0,4260.0,4211.0,464.0,935.0,462.0,6610.0,1535.0,43.2
48331,TX,"Milam, TX",38124,41208,45286,4872,2526,29.16,15.12,24749.0,12355.0,12394.0,1318.0,2985.0,1473.0,18973.0,5207.0,42.5
18073,IN,"Jasper, IN",45885,50378,55018,6754,3432,29.73,15.11,32910.0,16498.0,16412.0,1872.0,3920.0,1965.0,25153.0,5935.0,41.1
37131,NC,"Northampton, NC",39114,41617,46742,4089,2263,27.3,15.11,17474.0,8421.0,9053.0,839.0,1492.0,759.0,14384.0,4864.0,51.3
37117,NC,"Martin, NC",35954,38674,43176,5460,2482,33.25,15.11,22038.0,10421.0,11617.0,1169.0,2288.0,1025.0,17556.0,5332.0,47.4
21121,KY,"Knox, KY",30709,35312,39901,4556,3168,21.74,15.11,30196.0,14878.0,15318.0,1874.0,3541.0,1641.0,23140.0,5297.0,39.7
48179,TX,"Gray, TX",44949,46632,49815,4748,2207,32.49,15.1,21225.0,11344.0,9881.0,1328.0,2842.0,1299.0,15756.0,3446.0,37.8
13309,GA,"Wheeler, GA",19726,22227,24241,809,646,18.91,15.1,7482.0,4856.0,2626.0,323.0,611.0,293.0,6255.0,1134.0,39.3
48369,TX,"Parmer, TX",50187,55989,63512,1738,911,28.78,15.09,9870.0,5115.0,4755.0,731.0,1382.0,645.0,7112.0,1463.0,35.4
39171,OH,"Williams, OH",42545,45983,49310,8708,3862,34.02,15.09,37108.0,18648.0,18460.0,2149.0,4195.0,2061.0,28703.0,7093.0,41.4
05147,AR,"Woodruff, AR",38049,46730,49050,1108,693,24.13,15.09,6268.0,3058.0,3210.0,394.0,676.0,289.0,4909.0,1497.0,45.3
39059,OH,"Guernsey, OH",41970,45838,48667,7684,4118,28.14,15.08,38434.0,19319.0,19115.0,2212.0,4280.0,2077.0,29865.0,7577.0,42.3
13303,GA,"Washington, GA",35531,39048,42068,3220,2155,22.54,15.08,19998.0,10253.0,9745.0,1104.0,2267.0,1002.0,15625.0,3504.0,40.5
48353,TX,"Nolan, TX",45680,47428,52629,3151,1438,33.01,15.06,14741.0,7364.0,7377.0,970.0,1964.0,911.0,10896.0,2748.0,38.7
27071,MN,"Koochiching, MN",46188,49257,52256,3897,1402,41.85,15.06,12065.0,6092.0,5973.0,493.0,1105.0,548.0,9919.0,3206.0,50.5
46071,SD,"Jackson, SD",30066,35221,39102,604,292,31.15,15.06,2808.0,1397.0,1411.0,298.0,475.0,196.0,1839.0,400.0,31.1
27129,MN,"Renville, MN",47453,56369,61406,3974,1534,38.99,15.05,14716.0,7536.0,7180.0,908.0,1750.0,802.0,11256.0,3074.0,42.9
01059,AL,"Franklin, AL",34382,37151,40810,5184,3171,24.6,15.05,32111.0,16157.0,15954.0,2238.0,4003.0,1826.0,24044.0,5460.0,38.8
05097,AR,"Montgomery, AR",31575,34374,37039,2306,1014,34.23,15.05,8480.0,4232.0,4248.0,421.0,764.0,401.0,6894.0,2276.0,51.0
06031,CA,"Kings, CA",36599,41397,43176,30567,14068,32.68,15.04,152484.0,84173.0,68311.0,11333.0,21627.0,8773.0,110751.0,15809.0,32.2
29009,MO,"Barry, MO",36511,38718,41248,6963,3764,27.83,15.04,34529.0,17459.0,17070.0,2049.0,3999.0,1886.0,26595.0,7308.0,43.4
02188,AK,"Northwest Arctic Borough, AK",48691,50076,52915,960,639,22.58,15.03,7794.0,4176.0,3618.0,824.0,1543.0,569.0,4858.0,614.0,27.6
29025,MO,"Caldwell, MO",39967,42976,45802,1894,932,30.54,15.03,8810.0,4514.0,4296.0,505.0,1053.0,519.0,6733.0,1745.0,42.2
51169,VA,"Scott, VA",33546,36009,39583,5032,2453,30.82,15.03,21566.0,10945.0,10621.0,849.0,2043.0,973.0,17701.0,5354.0,48.0
13189,GA,"McDuffie, GA",37325,40949,43362,4169,2163,28.95,15.02,21632.0,10142.0,11490.0,1396.0,2856.0,1234.0,16146.0,3925.0,39.5
19143,IA,"Osceola, IA",48717,48976,55063,1561,636,36.85,15.01,6193.0,3180.0,3013.0,352.0,765.0,355.0,4721.0,1360.0,43.7
26133,MI,"Osceola, MI",39164,43341,45167,5240,2467,31.88,15.01,22886.0,11636.0,11250.0,1263.0,2553.0,1403.0,17667.0,4841.0,43.6
26023,MI,"Branch, MI",37279,41384,45325,9926,4514,32.98,15.0,44864.0,23357.0,21507.0,2779.0,5314.0,2459.0,34312.0,8275.0,40.8
29163,MO,"Pike, MO",36936,40344,42546,2607,1888,20.71,15.0,17587.0,9477.0,8110.0,1036.0,2068.0,940.0,13543.0,3233.0,40.1
48289,TX,"Leon, TX",45690,48364,53179,3454,1858,27.88,14.99,15761.0,7880.0,7881.0,921.0,1859.0,824.0,12157.0,3851.0,45.2
29105,MO,"Laclede, MO",36383,39088,41266,6666,3629,27.53,14.99,36038.0,17971.0,18067.0,2479.0,4442.0,2107.0,27010.0,6402.0,39.9
55057,WI,"Juneau, WI",40189,42982,46040,6754,2932,34.52,14.98,26720.0,14312.0,12408.0,1348.0,2701.0,1315.0,21356.0,5566.0,45.1
21175,KY,"Morgan, KY",27348,30732,33208,2114,1475,21.44,14.96,13725.0,7871.0,5854.0,626.0,1271.0,607.0,11221.0,2296.0,41.4
42057,PA,"Fulton, PA",45295,48242,49929,2502,1578,23.7,14.95,14567.0,7381.0,7186.0,728.0,1459.0,695.0,11685.0,3205.0,46.1
18001,IN,"Adams, IN",40009,42799,47209,5952,3186,27.93,14.95,35819.0,17967.0,17852.0,3232.0,5676.0,2366.0,24545.0,5654.0,33.7
41045,OR,"Malheur, OR",32651,35489,38923,7207,2992,35.99,14.94,31569.0,17160.0,14409.0,2101.0,4310.0,1794.0,23364.0,5424.0,36.4
48003,TX,"Andrews, TX",53300,49329,52943,3105,1634,28.37,14.93,18611.0,9543.0,9068.0,1579.0,3016.0,1276.0,12740.0,1773.0,31.6
39007,OH,"Ashtabula, OH",39535,43074,46280,19433,10221,28.39,14.93,97580.0,49677.0,47903.0,5539.0,10914.0,5193.0,75934.0,18852.0,42.5
31037,NE,"Colfax, NE",44150,50636,54392,1810,980,27.55,14.92,10579.0,5709.0,4870.0,945.0,1607.0,694.0,7333.0,1394.0,34.8
21057,KY,"Cumberland, KY",39701,46156,51001,1175,728,24.08,14.92,5886.0,2884.0,3002.0,339.0,651.0,260.0,4636.0,1332.0,46.1
29065,MO,"Dent, MO",35734,39091,41420,3293,1645,29.86,14.92,14416.0,7229.0,7187.0,839.0,1661.0,749.0,11167.0,3141.0,44.1
28061,MS,"Jasper, MS",41047,41334,46041,3481,1686,30.78,14.91,16368.0,7975.0,8393.0,968.0,1961.0,782.0,12657.0,3425.0,42.2
51141,VA,"Patrick, VA",33781,36637,39564,4168,2016,30.82,14.91,17606.0,8839.0,8767.0,715.0,1563.0,791.0,14537.0,4728.0,50.7
12023,FL,"Columbia, FL",37206,39839,43184,16524,7316,33.65,14.9,69698.0,35420.0,34278.0,4040.0,8058.0,3513.0,54087.0,13592.0,41.1
48487,TX,"Wilbarger, TX",51145,53397,59952,2676,1310,30.43,14.89,12890.0,6420.0,6470.0,744.0,1343.0,731.0,10072.0,2379.0,39.5
29149,MO,"Oregon, MO",37005,40775,42966,1908,1116,25.45,14.89,8638.0,4303.0,4335.0,482.0,1005.0,491.0,6660.0,1993.0,45.6
39031,OH,"Coshocton, OH",36206,39883,42403,6824,3782,26.86,14.89,36615.0,18281.0,18334.0,2366.0,4419.0,2079.0,27751.0,7097.0,41.0
45061,SC,"Lee, SC",33989,37142,41364,3252,1782,27.18,14.89,16535.0,8336.0,8199.0,801.0,1627.0,814.0,13293.0,3287.0,41.8
38051,ND,"McIntosh, ND",59208,70439,80675,706,294,35.73,14.88,2534.0,1258.0,1276.0,126.0,242.0,111.0,2055.0,782.0,53.8
06011,CA,"Colusa, CA",45180,55498,54511,4043,2041,29.47,14.88,21837.0,11162.0,10675.0,1491.0,3101.0,1394.0,15851.0,3197.0,35.3
51173,VA,"Smyth, VA",37421,40617,44740,6957,3337,31.02,14.88,29793.0,14705.0,15088.0,1359.0,2949.0,1484.0,24001.0,6719.0,46.0
48107,TX,"Crosby, TX",41098,45362,52897,1070,557,28.56,14.87,5126.0,2575.0,2551.0,305.0,688.0,335.0,3798.0,960.0,38.8
29199,MO,"Scotland, MO",35776,41903,45092,745,457,24.24,14.87,4715.0,2361.0,2354.0,386.0,694.0,294.0,3341.0,870.0,36.7
38083,ND,"Sheridan, ND",48090,61315,78328,315,152,30.79,14.86,1268.0,649.0,619.0,64.0,108.0,49.0,1047.0,431.0,55.2
48127,TX,"Dimmit, TX",49033,50347,55771,1446,959,22.38,14.85,8615.0,4280.0,4335.0,575.0,1273.0,589.0,6178.0,1448.0,35.0
51025,VA,"Brunswick, VA",33612,37119,40151,3181,1830,25.79,14.84,15851.0,8513.0,7338.0,682.0,1272.0,663.0,13234.0,3427.0,44.2
39079,OH,"Jackson, OH",36620,40658,42680,5875,3306,26.36,14.83,32653.0,16184.0,16469.0,2066.0,3946.0,1874.0,24767.0,5668.0,40.0
04009,AZ,"Graham, AZ",32018,35987,38785,9663,3566,40.15,14.82,38539.0,20681.0,17858.0,2643.0,5367.0,2350.0,28179.0,5437.0,34.1
18055,IN,"Greene, IN",42766,46273,50131,7540,3386,32.98,14.81,30807.0,15524.0,15283.0,1698.0,3349.0,1700.0,24060.0,6062.0,43.4
26151,MI,"Sanilac, MI",38325,44249,47144,9676,4348,32.96,14.81,40614.0,20468.0,20146.0,2054.0,4420.0,2208.0,31932.0,8973.0,45.4
29013,MO,"Bates, MO",40670,44537,46821,2938,1665,26.09,14.79,16037.0,8084.0,7953.0,926.0,1838.0,938.0,12335.0,3118.0,41.7
16053,ID,"Jerome, ID",38333,41646,42356,4819,2168,32.87,14.79,24238.0,12541.0,11697.0,1850.0,3801.0,1718.0,16869.0,3199.0,33.7
48055,TX,"Caldwell, TX",34368,37189,41642,7498,4087,27.14,14.79,45879.0,23232.0,22647.0,2859.0,5308.0,2589.0,35123.0,6883.0,37.3
48311,TX,"McMullen, TX",94047,89304,110273,131,68,28.48,14.78,599.0,313.0,286.0,34.0,57.0,34.0,474.0,152.0,47.4
18041,IN,"Fayette, IN",40402,43818,47588,3908,2386,24.21,14.78,23395.0,11605.0,11790.0,1328.0,2534.0,1315.0,18218.0,4758.0,43.1
19173,IA,"Taylor, IA",43591,46861,54870,1547,628,36.37,14.77,5892.0,3023.0,2869.0,336.0,716.0,322.0,4518.0,1349.0,42.9
55001,WI,"Adams, WI",41638,44057,46002,5101,2394,31.47,14.77,20651.0,11148.0,9503.0,672.0,1483.0,738.0,17758.0,6230.0,54.8
48161,TX,"Freestone, TX",39140,40983,44014,4894,2052,35.22,14.77,19440.0,10177.0,9263.0,1125.0,2278.0,1067.0,14970.0,3915.0,42.1
29215,MO,"Texas, MO",30579,34186,35346,5509,2678,30.39,14.77,24483.0,12918.0,11565.0,1350.0,2673.0,1214.0,19246.0,5209.0,43.2
40063,OK,"Hughes, OK",41203,40999,46703,2548,1336,28.16,14.76,13364.0,7352.0,6012.0,780.0,1466.0,652.0,10466.0,2463.0,38.9
26119,MI,"Montmorency, MI",38520,43272,43331,2398,1093,32.38,14.76,9156.0,4719.0,4437.0,381.0,705.0,339.0,7731.0,2940.0,56.1
47085,TN,"Humphreys, TN",39322,41538,44127,2944,1922,22.59,14.75,18985.0,9616.0,9369.0,1069.0,2031.0,1146.0,14739.0,3774.0,42.7
39077,OH,"Huron, OH",40967,44947,48213,11547,5851,29.1,14.74,58568.0,29209.0,29359.0,3641.0,7113.0,3424.0,44390.0,10286.0,40.2
31043,NE,"Dakota, NE",41615,44031,48756,3549,1815,28.8,14.73,21586.0,10979.0,10607.0,1887.0,3204.0,1317.0,15178.0,2851.0,33.0
39117,OH,"Morrow, OH",41694,45968,49162,7126,3611,29.05,14.72,34944.0,17657.0,17287.0,1913.0,3906.0,2056.0,27069.0,6205.0,42.6
49009,UT,"Daggett, UT",48695,50894,51672,148,56,38.85,14.7,936.0,528.0,408.0,43.0,110.0,68.0,715.0,240.0,46.6
28031,MS,"Covington, MS",38557,39134,45169,4117,1821,33.24,14.7,18339.0,9005.0,9334.0,1173.0,2362.0,986.0,13818.0,3098.0,38.8
05037,AR,"Cross, AR",35961,40423,42009,3026,1681,26.44,14.69,16834.0,8247.0,8587.0,1035.0,2064.0,899.0,12836.0,3082.0,40.7
37083,NC,"Halifax, NC",37975,40677,44948,9755,5291,27.06,14.68,48622.0,23551.0,25071.0,2653.0,5277.0,2520.0,38172.0,10322.0,43.6
28053,MS,"Humphreys, MS",34551,39903,43981,1401,783,26.27,14.68,7789.0,3673.0,4116.0,450.0,1103.0,488.0,5748.0,1377.0,38.8
18119,IN,"Owen, IN",41009,44533,48681,4223,2205,28.09,14.67,21332.0,10804.0,10528.0,1148.0,2185.0,1129.0,16870.0,4229.0,44.9
13183,GA,"Long, GA",33714,36566,38480,3675,1782,30.25,14.67,16151.0,8207.0,7944.0,1170.0,2293.0,945.0,11743.0,1640.0,34.2
27065,MN,"Kanabec, MN",44473,49721,51935,4229,1695,36.57,14.66,16032.0,8126.0,7906.0,858.0,1714.0,864.0,12596.0,3417.0,44.9
47153,TN,"Sequatchie, TN",38090,41286,43709,2968,1604,27.12,14.66,15823.0,7952.0,7871.0,864.0,1587.0,833.0,12539.0,3289.0,44.6
29015,MO,"Benton, MO",38951,40715,43097,4836,2193,32.33,14.66,19394.0,9852.0,9542.0,866.0,1703.0,831.0,15994.0,6035.0,54.3
40127,OK,"Pushmataha, OK",32855,35987,39442,2063,1154,26.21,14.66,10812.0,5349.0,5463.0,592.0,1232.0,553.0,8435.0,2466.0,44.1
01085,AL,"Lowndes, AL",40270,43398,48852,1815,1010,26.33,14.65,10319.0,4878.0,5441.0,618.0,1187.0,468.0,8046.0,2003.0,41.7
45011,SC,"Barnwell, SC",35568,38813,41828,4629,2070,32.76,14.65,20592.0,10026.0,10566.0,1196.0,2520.0,1152.0,15724.0,3842.0,40.7
05017,AR,"Chicot, AR",38030,44738,47402,1873,1067,25.71,14.64,10212.0,5203.0,5009.0,575.0,1166.0,529.0,7942.0,2148.0,43.6
18023,IN,"Clinton, IN",38411,41545,45305,5750,3102,27.13,14.64,33183.0,16616.0,16567.0,2255.0,4582.0,2115.0,24231.0,5335.0,37.3
28109,MS,"Pearl River, MS",38224,40667,43214,15333,5602,40.08,14.64,56147.0,27623.0,28524.0,3255.0,6637.0,2981.0,43274.0,10797.0,41.1
40081,OK,"Lincoln, OK",38990,41876,44687,7694,3507,32.1,14.63,33463.0,16790.0,16673.0,1851.0,4116.0,1948.0,25548.0,6253.0,41.3
13251,GA,"Screven, GA",34667,37736,40137,2874,1452,28.91,14.6,14065.0,6880.0,7185.0,845.0,1466.0,597.0,11157.0,2779.0,43.1
35025,NM,"Lea, NM",48054,45169,48578,12229,6160,28.96,14.59,74457.0,38440.0,36017.0,5863.0,11700.0,4977.0,51917.0,8131.0,31.9
13159,GA,"Jasper, GA",39331,41228,44317,2773,1426,28.36,14.59,14598.0,7225.0,7373.0,786.0,1811.0,851.0,11150.0,2563.0,41.5
32021,NV,"Mineral, NV",41053,47029,48836,1214,475,37.24,14.57,4552.0,2290.0,2262.0,240.0,438.0,208.0,3666.0,1177.0,48.1
37061,NC,"Duplin, NC",41559,44729,51968,13070,5838,32.6,14.56,48709.0,23999.0,24710.0,2925.0,5932.0,2744.0,37108.0,9495.0,41.3
