county_FIPS,state,county,per_capita_personal_income_2019,per_capita_personal_income_2020,per_capita_personal_income_2021,associate_degree_numbers_2016_2020,bachelor_degree_numbers_2016_2020,associate_degree_percentage_2016_2020,bachelor_degree_percentage_2015_2019,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,AGE513_TOT,AGE1417_TOT,AGE18PLUS_TOT,AGE65PLUS_TOT,MEDIAN_AGE_TOT
51013,VA,"Arlington, VA",97629,100687,107603,19573,132394,11.21,75.84,238646.0,120116.0,118530.0,13319.0,21723.0,8736.0,194868.0,26373.0,35.2
35028,NM,"Los Alamos, NM",72366,75949,81306,2766,9098,20.54,67.56,19422.0,10025.0,9397.0,980.0,2245.0,1072.0,15125.0,3458.0,40.6
08013,CO,"Boulder, CO",79698,83173,89593,45834,135876,21.24,62.97,330770.0,167311.0,163459.0,13690.0,31580.0,16101.0,269399.0,49167.0,36.9
24027,MD,"Howard, MD",78013,82041,86380,42538,136792,19.49,62.67,332313.0,163757.0,168556.0,18987.0,42268.0,19962.0,251096.0,47053.0,39.0
36061,NY,"New York, NY",173525,175327,195543,167960,777483,13.43,62.18,1694978.0,809781.0,885197.0,77895.0,117189.0,47618.0,1452276.0,285615.0,38.1
51107,VA,"Loudoun, VA",82681,85568,90254,52006,160853,19.92,61.62,420955.0,210457.0,210498.0,28070.0,61355.0,27710.0,303820.0,41232.0,37.2
08097,CO,"Pitkin, CO",183241,187595,198939,2932,8459,21.2,61.17,17366.0,9089.0,8277.0,678.0,1264.0,690.0,14734.0,3584.0,45.6
37135,NC,"Orange, NC",66970,69593,74994,17907,55545,19.62,60.85,148707.0,71047.0,77660.0,6304.0,15210.0,7672.0,119521.0,21718.0,35.1
47187,TN,"Williamson, TN",95806,99408,107698,32995,91780,21.74,60.46,247777.0,122373.0,125404.0,14096.0,34998.0,17600.0,181083.0,33662.0,39.5
06041,CA,"Marin, CA",139891,148419,164118,44228,114604,23.22,60.16,262325.0,129307.0,133018.0,11862.0,27161.0,14117.0,209185.0,58594.0,47.0
18057,IN,"Hamilton, IN",78231,81233,85814,49452,128224,22.9,59.37,347491.0,170850.0,176641.0,21355.0,48234.0,22644.0,255258.0,44664.0,37.7
24031,MD,"Montgomery, MD",86039,87507,92740,135305,427967,18.73,59.25,1062077.0,517468.0,544609.0,63869.0,125868.0,57867.0,814473.0,168204.0,39.8
06075,CA,"San Francisco, CA",130464,141134,160749,126806,409341,18.2,58.76,878392.0,451647.0,426745.0,38205.0,57193.0,23636.0,759358.0,139957.0,38.6
08035,CO,"Douglas, CO",77986,81637,87841,61914,134307,27.02,58.61,357990.0,179828.0,178162.0,19783.0,45620.0,23905.0,268682.0,45631.0,39.1
08051,CO,"Gunnison, CO",51935,56168,59514,2434,6228,22.47,57.51,16919.0,9159.0,7760.0,654.0,1417.0,706.0,14142.0,2346.0,36.2
25017,MA,"Middlesex, MA",87174,92013,98523,204256,644709,18.08,57.06,1631915.0,805841.0,826074.0,84499.0,163431.0,75920.0,1308065.0,252559.0,38.6
26161,MI,"Washtenaw, MI",61447,64636,68688,56190,131273,24.28,56.72,372258.0,185914.0,186344.0,17780.0,34590.0,16828.0,303060.0,53972.0,34.2
08113,CO,"San Miguel, CO",95927,101654,109613,1288,3475,20.98,56.61,8070.0,4308.0,3762.0,301.0,729.0,339.0,6701.0,1296.0,43.1
49043,UT,"Summit, UT",164980,174010,183972,6446,15670,23.08,56.12,42361.0,21816.0,20545.0,2091.0,5232.0,2775.0,32263.0,5834.0,40.5
20091,KS,"Johnson, KS",78728,81020,84535,105469,227214,26.05,56.12,609860.0,301449.0,308411.0,37431.0,75318.0,35215.0,461896.0,90598.0,37.9
08014,CO,"Broomfield, CO",67287,66999,73678,13009,27160,26.85,56.06,74106.0,37250.0,36856.0,3615.0,8444.0,4238.0,57809.0,10796.0,38.2
34035,NJ,"Somerset, NJ",107923,106558,113975,44252,128232,19.18,55.57,345362.0,170192.0,175170.0,17506.0,38050.0,19742.0,270064.0,55120.0,42.1
39041,OH,"Delaware, OH",76803,80000,83603,32036,74919,23.74,55.53,214123.0,107129.0,106994.0,12454.0,28884.0,14117.0,158668.0,30333.0,39.5
56001,WY,"Albany, WY",42955,46056,48528,5899,11983,27.21,55.27,37071.0,19355.0,17716.0,1630.0,2999.0,1257.0,31185.0,4632.0,28.2
34027,NJ,"Morris, NJ",97774,100617,107767,69357,191526,20.01,55.26,509294.0,252292.0,257002.0,25168.0,53778.0,28163.0,402185.0,88105.0,42.7
56039,WY,"Teton, WY",278682,290674,318297,4270,9789,24.01,55.05,23327.0,12172.0,11155.0,1094.0,2152.0,907.0,19174.0,3773.0,40.5
13117,GA,"Forsyth, GA",66644,68985,73337,35775,84463,23.23,54.84,251285.0,125501.0,125784.0,14275.0,35804.0,17619.0,183587.0,30498.0,39.0
25021,MA,"Norfolk, MA",93360,97787,104059,102950,270144,20.79,54.56,726010.0,352518.0,373492.0,38102.0,76318.0,37614.0,573976.0,123008.0,40.7
13121,GA,"Fulton, GA",95148,95825,102074,152216,390293,21.26,54.51,1066546.0,519799.0,546747.0,59114.0,116002.0,53720.0,837710.0,126798.0,36.0
19103,IA,"Johnson, IA",54734,57009,59592,22885,48494,25.63,54.31,152854.0,76023.0,76831.0,8547.0,15315.0,6537.0,122455.0,18901.0,30.6
42029,PA,"Chester, PA",87486,91122,95483,69867,193139,19.61,54.21,534418.0,265112.0,269306.0,28943.0,62319.0,30276.0,412880.0,89376.0,40.5
08079,CO,"Mineral, CO",66224,67967,70250,189,379,27.0,54.14,865.0,436.0,429.0,33.0,51.0,33.0,748.0,268.0,53.5
34019,NJ,"Hunterdon, NJ",90649,93279,100288,18811,48426,20.98,54.01,128954.0,63537.0,65417.0,5521.0,12404.0,7058.0,103971.0,24854.0,46.7
37183,NC,"Wake, NC",62535,66147,71205,180759,395000,24.71,53.99,1129352.0,553319.0,576033.0,67113.0,137771.0,64306.0,860162.0,134496.0,36.8
08117,CO,"Summit, CO",76517,81157,86390,5832,12656,24.69,53.58,31292.0,17210.0,14082.0,1406.0,2595.0,1117.0,26174.0,4325.0,39.1
06085,CA,"Santa Clara, CA",113693,122785,138724,285038,716934,21.26,53.47,1936278.0,987657.0,948621.0,109118.0,211460.0,97803.0,1517897.0,265060.0,37.4
53033,WA,"King, WA",95083,99734,108212,401275,851818,25.16,53.41,2269666.0,1149218.0,1120448.0,125556.0,232857.0,99116.0,1812137.0,299940.0,37.0
41003,OR,"Benton, OR",47290,50628,54174,16382,29928,29.16,53.27,95186.0,47857.0,47329.0,3740.0,7841.0,3907.0,79698.0,15903.0,33.3
48085,TX,"Collin, TX",70813,72218,77006,173514,352516,26.2,53.23,1066331.0,529555.0,536776.0,63261.0,141682.0,68354.0,793034.0,117657.0,37.1
36109,NY,"Tompkins, NY",45232,48541,51377,13743,31848,22.9,53.08,105734.0,52103.0,53631.0,3869.0,7872.0,3694.0,90299.0,15896.0,31.8
50007,VT,"Chittenden, VT",61686,65123,67921,25646,56967,23.69,52.61,168340.0,83101.0,85239.0,7502.0,15078.0,7405.0,138355.0,26068.0,36.9
55025,WI,"Dane, WI",63668,66677,71062,94971,187927,26.49,52.42,561491.0,281150.0,280341.0,30040.0,58054.0,26344.0,447053.0,79236.0,35.5
06081,CA,"San Mateo, CA",131180,142264,160485,129775,287882,23.47,52.07,764659.0,381569.0,383090.0,41634.0,77996.0,35931.0,609098.0,124666.0,39.9
19169,IA,"Story, IA",43682,45618,47923,14331,26789,27.79,51.95,98534.0,51690.0,46844.0,4245.0,8287.0,3636.0,82366.0,12161.0,26.5
53055,WA,"San Juan, WA",81070,84496,87038,4028,7178,28.99,51.66,17786.0,8719.0,9067.0,513.0,1184.0,610.0,15479.0,6125.0,56.9
30031,MT,"Gallatin, MT",60242,65225,70276,19771,36859,27.66,51.57,118962.0,62127.0,56835.0,6046.0,12188.0,5172.0,95556.0,15219.0,33.5
48453,TX,"Travis, TX",73299,73982,81708,199133,446246,23.0,51.53,1290151.0,656357.0,633794.0,74926.0,136357.0,60229.0,1018639.0,132226.0,35.2
20045,KS,"Douglas, KS",46612,49290,51703,18119,36324,25.56,51.24,118777.0,59343.0,59434.0,5560.0,11058.0,4964.0,97195.0,15162.0,31.0
27053,MN,"Hennepin, MN",76905,80429,85505,233516,445598,26.74,51.03,1281561.0,638498.0,643063.0,79273.0,141944.0,61353.0,998991.0,184524.0,36.9
08019,CO,"Clear Creek, CO",66439,70828,77242,1960,3788,26.31,50.85,9360.0,4973.0,4387.0,367.0,666.0,345.0,7982.0,1978.0,48.9
18011,IN,"Boone, IN",77754,80234,84985,11142,22516,25.15,50.83,70800.0,35452.0,35348.0,4498.0,9652.0,4358.0,52292.0,9787.0,38.1
34003,NJ,"Bergen, NJ",87903,90759,97343,133106,333509,20.22,50.67,955721.0,468038.0,487683.0,49440.0,103653.0,50580.0,752048.0,166344.0,42.1
13219,GA,"Oconee, GA",70400,72145,76403,6357,12999,24.72,50.56,41804.0,20581.0,21223.0,2205.0,5943.0,2965.0,30691.0,6588.0,40.2
08037,CO,"Eagle, CO",84648,91432,97255,10137,19603,26.11,50.49,55722.0,29570.0,26152.0,2933.0,6118.0,3032.0,43639.0,7070.0,38.9
19049,IA,"Dallas, IA",67860,70341,73673,15812,29862,26.72,50.46,99735.0,49527.0,50208.0,7120.0,14368.0,5798.0,72449.0,12139.0,35.6
08031,CO,"Denver, CO",86539,89736,99133,112542,261452,21.66,50.32,715513.0,360811.0,354702.0,40150.0,66684.0,27700.0,580979.0,85242.0,35.0
17043,IL,"DuPage, IL",76075,79901,85498,157719,320052,24.79,50.3,933031.0,462075.0,470956.0,53831.0,106972.0,51791.0,720437.0,150364.0,39.8
28089,MS,"Madison, MS",65464,69925,73485,17582,34977,25.13,50.0,109130.0,52428.0,56702.0,6798.0,13925.0,6522.0,81885.0,15640.0,38.2
36119,NY,"Westchester, NY",107755,112096,119705,133318,333530,19.88,49.73,1004465.0,489751.0,514714.0,54591.0,111458.0,54207.0,784209.0,172635.0,41.3
44005,RI,"Newport, RI",73416,78693,84054,15155,30408,24.78,49.72,85641.0,42337.0,43304.0,3718.0,7271.0,3523.0,71129.0,19827.0,46.0
55089,WI,"Ozaukee, WI",85018,87897,92719,16380,30900,26.31,49.64,91506.0,45423.0,46083.0,4727.0,9878.0,4934.0,71967.0,18621.0,43.7
42091,PA,"Montgomery, PA",79267,84342,88671,125023,289228,21.46,49.64,856413.0,419503.0,436910.0,46327.0,95363.0,45067.0,669656.0,152832.0,40.9
37063,NC,"Durham, NC",52438,55464,60330,49198,108453,22.44,49.46,324863.0,156069.0,168794.0,20297.0,33334.0,13890.0,257342.0,43681.0,35.7
08107,CO,"Routt, CO",88318,94626,98371,5414,9297,28.73,49.33,24831.0,12975.0,11856.0,1056.0,2272.0,1115.0,20388.0,4156.0,42.2
44001,RI,"Bristol, RI",78427,82053,87810,7373,16901,21.45,49.18,50786.0,24661.0,26125.0,1939.0,4885.0,2562.0,41400.0,10043.0,43.7
27019,MN,"Carver, MN",73785,76137,80562,20267,33289,29.9,49.11,106924.0,53392.0,53532.0,6611.0,14700.0,6936.0,78677.0,13730.0,38.6
08091,CO,"Ouray, CO",67967,72871,76727,1434,1959,35.92,49.07,4880.0,2466.0,2414.0,149.0,362.0,213.0,4156.0,1414.0,54.4
25015,MA,"Hampshire, MA",54754,58133,60717,23551,48952,23.53,48.92,162308.0,76258.0,86050.0,5317.0,12215.0,6403.0,138373.0,29112.0,37.0
09001,CT,"Fairfield, CT",116996,119366,127391,132517,316013,20.51,48.91,,,,,,,,,
46027,SD,"Clay, SD",39918,42439,47288,1628,3466,22.97,48.91,14971.0,7432.0,7539.0,725.0,1350.0,557.0,12339.0,1827.0,25.1
06001,CA,"Alameda, CA",80623,88841,99746,273930,575727,23.16,48.67,1682296.0,834834.0,847462.0,93204.0,173996.0,76110.0,1338986.0,238219.0,38.1
13067,GA,"Cobb, GA",60261,63105,67616,131540,247382,25.76,48.44,766086.0,373402.0,392684.0,45099.0,90775.0,43277.0,586935.0,97173.0,37.2
53075,WA,"Whitman, WA",40744,44226,46502,7854,12022,31.5,48.22,47979.0,24451.0,23528.0,1914.0,3688.0,1710.0,40667.0,5218.0,25.4
23005,ME,"Cumberland, ME",64975,69624,73972,54839,102916,25.6,48.05,303080.0,147746.0,155334.0,14412.0,28308.0,13699.0,246661.0,57818.0,42.2
26125,MI,"Oakland, MI",72614,77030,80962,249498,427086,28.02,47.96,1274371.0,629451.0,644920.0,67524.0,132535.0,65252.0,1009060.0,220162.0,41.2
29019,MO,"Boone, MO",49251,51723,54522,28708,51964,26.36,47.71,183608.0,89132.0,94476.0,10426.0,19059.0,8331.0,145792.0,23357.0,31.8
25025,MA,"Suffolk, MA",83428,90941,98644,101261,266193,18.14,47.69,800937.0,387838.0,413099.0,40172.0,62883.0,28190.0,669692.0,98781.0,33.5
08069,CO,"Larimer, CO",56851,60219,64258,69378,110756,29.87,47.69,359065.0,179752.0,179313.0,16710.0,35733.0,16812.0,289810.0,57895.0,36.4
25019,MA,"Nantucket, MA",96986,93793,101902,2687,4212,30.3,47.5,14250.0,7363.0,6887.0,951.0,1421.0,657.0,11221.0,2146.0,40.5
34025,NJ,"Monmouth, NJ",82513,86029,92119,103525,206917,23.68,47.34,643522.0,315771.0,327751.0,31994.0,69303.0,36005.0,506220.0,115392.0,43.4
20161,KS,"Riley, KS",43570,46108,47764,12244,17762,32.55,47.22,71959.0,38393.0,33566.0,3838.0,5722.0,2294.0,60105.0,6823.0,25.3
28071,MS,"Lafayette, MS",43373,45615,47824,8058,14616,25.95,47.06,55816.0,27119.0,28697.0,2725.0,5237.0,2325.0,45529.0,7222.0,31.4
13113,GA,"Fayette, GA",65794,68463,73202,21413,36287,27.59,46.76,119196.0,57962.0,61234.0,5285.0,14277.0,8091.0,91543.0,22431.0,43.2
36059,NY,"Nassau, NY",89713,93715,99597,215448,441749,22.8,46.74,1395805.0,686298.0,709507.0,75867.0,154340.0,74110.0,1091488.0,249041.0,41.6
26089,MI,"Leelanau, MI",70525,75114,78457,4808,7858,28.57,46.69,22298.0,11032.0,11266.0,859.0,1789.0,899.0,18751.0,7191.0,55.2
27109,MN,"Olmsted, MN",58724,62179,65959,30234,49413,28.57,46.69,162849.0,79842.0,83007.0,10728.0,20254.0,9129.0,122738.0,25644.0,37.2
12073,FL,"Leon, FL",46842,49821,54277,48404,81389,27.71,46.6,292207.0,138731.0,153476.0,14915.0,27747.0,12434.0,237111.0,40820.0,31.8
41051,OR,"Multnomah, OR",59993,64858,70331,168200,276755,28.27,46.52,815398.0,406314.0,409084.0,40189.0,76716.0,32999.0,665494.0,112568.0,37.9
48157,TX,"Fort Bend, TX",63261,63012,65797,134487,236304,26.45,46.47,822989.0,405853.0,417136.0,53033.0,117992.0,54402.0,597562.0,95985.0,37.0
08059,CO,"Jefferson, CO",66571,69118,74822,119643,195248,28.46,46.44,582944.0,292940.0,290004.0,28672.0,57142.0,27324.0,469806.0,98044.0,40.2
17097,IL,"Lake, IL",79993,83141,89025,113049,211275,24.64,46.05,714412.0,359643.0,354769.0,39846.0,88176.0,44403.0,541987.0,104527.0,38.7
44009,RI,"Washington, RI",68280,72917,77855,23176,40000,26.64,45.98,129836.0,63222.0,66614.0,4747.0,10377.0,5859.0,108853.0,27937.0,44.9
37119,NC,"Mecklenburg, NC",63805,66863,71836,207420,338590,28.08,45.83,1115535.0,539549.0,575986.0,72882.0,130781.0,58065.0,853807.0,125702.0,35.3
42027,PA,"Centre, PA",49211,52699,54994,20644,45671,20.69,45.77,158164.0,83484.0,74680.0,5841.0,12059.0,5739.0,134525.0,23486.0,33.5
48121,TX,"Denton, TX",62252,64434,68773,167395,260529,29.4,45.76,906485.0,448402.0,458083.0,53920.0,113175.0,53534.0,685856.0,97070.0,36.5
27163,MN,"Washington, MN",69775,72430,76733,52640,79942,30.04,45.62,267557.0,133164.0,134393.0,15304.0,34128.0,16198.0,201927.0,41490.0,39.6
13089,GA,"DeKalb, GA",53152,57129,61861,124143,235192,24.07,45.59,764532.0,363809.0,400723.0,52631.0,89545.0,37361.0,584995.0,97146.0,36.1
13059,GA,"Clarke, GA",35408,38188,40672,17467,32680,24.24,45.35,128662.0,61144.0,67518.0,6342.0,11325.0,4609.0,106386.0,15063.0,29.2
45019,SC,"Charleston, SC",67053,68720,73032,74264,132075,25.47,45.3,408530.0,198443.0,210087.0,23573.0,40814.0,16968.0,327175.0,68898.0,38.6
18105,IN,"Monroe, IN",46097,48974,52392,21967,38698,25.71,45.29,140773.0,70302.0,70471.0,6123.0,11321.0,5158.0,118171.0,19341.0,30.8
48259,TX,"Kendall, TX",92914,93875,96628,9221,14105,29.59,45.26,44303.0,21823.0,22480.0,2004.0,5292.0,2827.0,34180.0,8755.0,43.3
27031,MN,"Cook, MN",53157,56400,59112,1263,1934,29.5,45.17,5602.0,2815.0,2787.0,225.0,443.0,189.0,4745.0,1632.0,52.7
48033,TX,"Borden, TX",77185,71300,101470,118,196,27.19,45.16,629.0,327.0,302.0,23.0,68.0,39.0,499.0,163.0,48.5
17019,IL,"Champaign, IL",46769,50839,54638,34248,55159,27.96,45.04,206455.0,103046.0,103409.0,11143.0,20032.0,8849.0,166431.0,26971.0,30.7
25001,MA,"Barnstable, MA",74107,79136,83191,46834,74952,28.13,45.01,229067.0,110236.0,118831.0,8249.0,17013.0,8854.0,194951.0,71623.0,54.4
21067,KY,"Fayette, KY",52888,56482,59987,58734,94488,27.96,44.98,322566.0,159084.0,163482.0,19109.0,34491.0,15253.0,253713.0,44402.0,34.9
41067,OR,"Washington, OR",62493,66270,71537,124308,184682,30.24,44.92,600372.0,299643.0,300729.0,33741.0,70199.0,31977.0,464455.0,82078.0,37.3
55133,WI,"Waukesha, WI",74733,77667,82032,84345,127542,29.62,44.79,406980.0,201640.0,205340.0,20870.0,44146.0,22490.0,319474.0,77982.0,43.2
17113,IL,"McLean, IL",50152,55203,58503,28942,46806,27.56,44.58,171241.0,83637.0,87604.0,9761.0,18874.0,8686.0,133920.0,23476.0,34.1
12109,FL,"St. Johns, FL",74335,76387,80062,51637,80785,28.43,44.48,273423.0,134036.0,139387.0,13054.0,31571.0,15090.0,213708.0,56362.0,44.1
29189,MO,"St. Louis, MO",73575,77419,81829,195646,307398,28.29,44.44,1004501.0,480658.0,523843.0,58775.0,112820.0,52848.0,780058.0,181988.0,40.0
16057,ID,"Latah, ID",44601,47859,50703,7316,10213,31.8,44.4,39521.0,20158.0,19363.0,2025.0,3746.0,1581.0,32169.0,5603.0,30.4
34023,NJ,"Middlesex, NJ",61440,64920,70221,119339,252313,20.99,44.37,863201.0,428342.0,434859.0,48636.0,96150.0,44571.0,673844.0,131756.0,39.1
08047,CO,"Gilpin, CO",53743,59027,63971,1699,2165,34.79,44.33,5802.0,3069.0,2733.0,173.0,440.0,227.0,4962.0,1057.0,48.6
51087,VA,"Henrico, VA",68826,69938,74650,60829,101632,26.49,44.26,334961.0,159749.0,175212.0,20135.0,37858.0,17890.0,259078.0,53362.0,38.8
30063,MT,"Missoula, MT",53992,57895,61881,24859,35675,30.82,44.23,117928.0,59365.0,58563.0,5711.0,11458.0,5071.0,95688.0,19136.0,36.6
01117,AL,"Shelby, AL",57963,60598,64350,43693,65337,29.56,44.21,223024.0,108741.0,114283.0,12209.0,27031.0,13088.0,170696.0,34999.0,39.6
12001,FL,"Alachua, FL",45870,48858,52367,46787,72456,28.47,44.08,278474.0,134682.0,143792.0,13860.0,25747.0,10654.0,228213.0,40370.0,31.9
25007,MA,"Dukes, MA",79853,81631,86341,3764,5857,28.29,44.03,20590.0,10194.0,10396.0,962.0,1861.0,866.0,16901.0,5174.0,49.0
08067,CO,"La Plata, CO",60274,63179,66944,12468,17747,30.93,44.03,55638.0,28192.0,27446.0,2462.0,5333.0,2514.0,45329.0,10538.0,42.0
34017,NJ,"Hudson, NJ",64645,65509,72046,83148,211641,17.28,43.98,724855.0,362510.0,362345.0,49566.0,70531.0,27906.0,576852.0,87306.0,35.5
01089,AL,"Madison, AL",53160,56499,59852,71675,110689,28.38,43.83,388156.0,190825.0,197331.0,22620.0,43169.0,19647.0,302720.0,58442.0,38.4
51075,VA,"Goochland, VA",104892,106031,110781,4586,7705,26.07,43.81,24746.0,12281.0,12465.0,940.0,2208.0,1176.0,20422.0,5615.0,48.8
08053,CO,"Hinsdale, CO",50952,52257,56524,234,286,35.78,43.73,783.0,404.0,379.0,22.0,60.0,28.0,673.0,258.0,56.2
39165,OH,"Warren, OH",62927,66080,69581,38718,68681,24.64,43.71,242348.0,122667.0,119681.0,13448.0,30578.0,15054.0,183268.0,35804.0,39.7
50023,VT,"Washington, VT",59995,65375,67529,10403,18228,24.94,43.7,59806.0,29718.0,30088.0,2721.0,5685.0,2817.0,48583.0,12213.0,44.0
37037,NC,"Chatham, NC",67117,70130,75624,13828,23516,25.69,43.69,76255.0,36882.0,39373.0,3573.0,7921.0,3934.0,60827.0,18571.0,47.4
49051,UT,"Wasatch, UT",63088,66591,71360,6207,8700,31.15,43.66,34787.0,17785.0,17002.0,2427.0,5604.0,2666.0,24090.0,4294.0,35.1
54061,WV,"Monongalia, WV",48091,49890,52576,14890,28990,22.42,43.66,105823.0,54610.0,51213.0,4911.0,8710.0,3583.0,88619.0,13581.0,32.1
36001,NY,"Albany, NY",62495,67115,70947,55356,89318,26.99,43.55,314838.0,153136.0,161702.0,15336.0,29433.0,13526.0,256543.0,54734.0,38.3
34021,NJ,"Mercer, NJ",68721,71990,77911,51378,108064,20.7,43.53,387333.0,191728.0,195605.0,22119.0,43010.0,19981.0,302223.0,58294.0,38.8
08005,CO,"Arapahoe, CO",65322,68630,74267,126400,192823,28.45,43.4,655077.0,327000.0,328077.0,38738.0,77945.0,36086.0,502308.0,88813.0,37.0
06013,CA,"Contra Costa, CA",81782,88910,99312,233105,344244,29.34,43.33,1165983.0,574073.0,591910.0,63973.0,135223.0,64646.0,902141.0,186972.0,40.0
47037,TN,"Davidson, TN",71100,74857,82087,119718,207439,25.01,43.33,715884.0,347347.0,368537.0,47929.0,74035.0,30119.0,563801.0,87396.0,34.4
21185,KY,"Oldham, KY",66002,68532,73110,13886,18929,31.57,43.03,67608.0,35333.0,32275.0,3452.0,9196.0,4765.0,50195.0,9241.0,39.6
24003,MD,"Anne Arundel, MD",68225,72003,76059,109282,170888,27.5,43.0,592643.0,294722.0,297921.0,36091.0,68816.0,29538.0,458198.0,88450.0,38.5
29165,MO,"Platte, MO",58704,60838,63771,21212,30181,30.22,43.0,106725.0,52907.0,53818.0,6341.0,13081.0,5935.0,81368.0,16152.0,38.7
27123,MN,"Ramsey, MN",54587,58217,62594,98532,157352,26.93,43.0,552345.0,271248.0,281097.0,36951.0,65737.0,27606.0,422051.0,81429.0,35.5
28105,MS,"Oktibbeha, MS",34454,36768,38463,6780,11070,26.25,42.87,51782.0,26055.0,25727.0,2603.0,4501.0,2022.0,42656.0,5952.0,25.7
48397,TX,"Rockwall, TX",65526,66943,70833,21454,28192,32.61,42.85,107884.0,53662.0,54222.0,6574.0,15147.0,7378.0,78785.0,13411.0,37.7
37189,NC,"Watauga, NC",40810,43559,46766,8795,13965,26.91,42.73,54079.0,27105.0,26974.0,1680.0,3512.0,1670.0,47217.0,8549.0,32.1
09007,CT,"Middlesex, CT",68546,71602,74453,32379,51145,27.04,42.71,,,,,,,,,
06113,CA,"Yolo, CA",55724,60918,64468,34987,54823,27.2,42.62,217867.0,106101.0,111766.0,11265.0,23466.0,10921.0,172215.0,27891.0,31.6
27037,MN,"Dakota, MN",61297,64089,67927,93721,122588,32.55,42.57,439880.0,218383.0,221497.0,27752.0,54922.0,25196.0,332010.0,64501.0,38.4
53031,WA,"Jefferson, WA",54524,57847,60365,8691,11343,32.57,42.51,32970.0,16278.0,16692.0,988.0,2012.0,956.0,29014.0,12540.0,59.2
42003,PA,"Allegheny, PA",63478,66702,70580,229262,375438,25.95,42.5,1250583.0,609717.0,640866.0,65493.0,118043.0,53555.0,1013492.0,239308.0,40.4
30049,MT,"Lewis and Clark, MT",50533,54364,56791,14437,20552,29.85,42.49,70971.0,35356.0,35615.0,4029.0,7969.0,3444.0,55529.0,13608.0,41.3
09013,CT,"Tolland, CT",57947,60819,63722,25001,40924,25.9,42.4,,,,,,,,,
46011,SD,"Brookings, SD",48112,51581,53860,5469,7960,29.03,42.25,34376.0,17778.0,16598.0,2095.0,3611.0,1661.0,27009.0,4410.0,27.9
42017,PA,"Bucks, PA",75056,79239,83011,108307,190042,24.07,42.23,646515.0,319581.0,326934.0,30860.0,66821.0,34124.0,514710.0,124066.0,44.0
37129,NC,"New Hanover, NC",50960,54391,57693,49504,67230,31.1,42.23,225704.0,108000.0,117704.0,10749.0,21674.0,9941.0,183340.0,41161.0,40.1
50013,VT,"Grand Isle, VT",64765,67532,70543,1273,2261,23.77,42.22,7289.0,3738.0,3551.0,318.0,650.0,327.0,5994.0,1571.0,48.7
33009,NH,"Grafton, NH",66344,70687,74813,16052,26905,25.13,42.12,91119.0,45268.0,45851.0,3521.0,7468.0,3708.0,76422.0,19536.0,43.4
45013,SC,"Beaufort, SC",63489,66301,70166,40532,57762,29.5,42.04,187098.0,92837.0,94261.0,9072.0,17500.0,7702.0,152824.0,50845.0,46.2
36091,NY,"Saratoga, NY",67477,71652,75651,45232,69240,27.44,42.01,235507.0,116973.0,118534.0,11251.0,23896.0,11345.0,189015.0,43982.0,43.1
36087,NY,"Rockland, NY",60915,64854,69173,50306,85250,24.71,41.87,338329.0,167182.0,171147.0,28276.0,48274.0,21922.0,239857.0,52458.0,35.4
48491,TX,"Williamson, TX",54444,57236,62931,118331,158979,31.17,41.87,609057.0,301971.0,307086.0,37381.0,79725.0,35853.0,456098.0,76882.0,37.0
33015,NH,"Rockingham, NH",79315,82496,88303,63018,94312,27.97,41.86,314213.0,156437.0,157776.0,14299.0,30149.0,15899.0,253866.0,58357.0,44.8
06087,CA,"Santa Cruz, CA",70129,77181,85554,55648,75435,30.85,41.83,272140.0,135784.0,136356.0,12788.0,26666.0,12564.0,220122.0,46858.0,38.6
24021,MD,"Frederick, MD",62317,65338,68704,47320,72798,27.09,41.68,271720.0,134685.0,137035.0,16049.0,32552.0,14980.0,208139.0,39848.0,39.0
16081,ID,"Teton, ID",45088,47705,53564,2758,3283,34.79,41.41,11630.0,6095.0,5535.0,647.0,1521.0,610.0,8852.0,1476.0,39.3
48041,TX,"Brazos, TX",41404,43484,46702,32039,50360,26.35,41.41,233849.0,118349.0,115500.0,13358.0,24046.0,10224.0,186221.0,21678.0,26.6
37021,NC,"Buncombe, NC",51095,53944,57895,52030,79322,27.15,41.39,269425.0,130249.0,139176.0,12836.0,25312.0,11771.0,219506.0,54493.0,42.3
51179,VA,"Stafford, VA",56078,58744,62954,28316,39872,29.36,41.35,156937.0,79267.0,77670.0,9774.0,21378.0,10237.0,115548.0,16832.0,36.0
06059,CA,"Orange, CA",70539,75737,81034,601509,900407,27.56,41.25,3187256.0,1581607.0,1605649.0,180475.0,349836.0,166094.0,2490851.0,480161.0,38.6
49049,UT,"Utah, UT",44079,47232,50661,115689,127557,37.3,41.13,659397.0,334358.0,325039.0,58771.0,109786.0,48310.0,442530.0,50388.0,25.1
50015,VT,"Lamoille, VT",55262,59543,62305,4798,7309,26.94,41.04,25945.0,13097.0,12848.0,1271.0,2804.0,1229.0,20641.0,4585.0,41.7
12117,FL,"Seminole, FL",50950,52916,58539,108799,135603,32.93,41.04,470852.0,229251.0,241601.0,24078.0,50597.0,24191.0,371986.0,74545.0,39.4
50001,VT,"Addison, VT",53670,57156,59540,5979,10517,23.28,40.96,37360.0,18715.0,18645.0,1529.0,3091.0,1523.0,31217.0,7895.0,43.8
